node	Degree Centrality	Betweenness centrality	Eigenvector centrality
182	2	0.0008340751790454651	6.423254570800237e-06
183	1	0.0	6.310142577139013e-06
184	3	0.006763012443034246	0.00033921756516062685
185	1	0.0	3.423346506511434e-05
186	2	0.0008340751790454651	0.0002579913799933791
187	2	0.0008340751790454651	0.00943711916106952
188	1	0.0	0.0012519800127724922
189	1	0.0	0.0020098830095805495
190	1	0.0	0.08983790944965579
191	2	0.0016670046504274063	0.00035467607132429527
192	3	0.0033311450316960024	0.002624754832498634
193	2	0.0008340751790454651	4.7912822296284624e-05
194	1	0.0	0.08983790944965579
195	7	0.0039090030496712926	0.004604422582430658
196	2	0.00045001965248046843	0.0006283699185155588
197	4	0.002578240791776367	0.0023081691763134557
198	7	0.014899468190367355	0.018935662613273483
199	2	0.0010502782582752729	0.007997165105918328
200	1	0.0	0.0006108402947278826
201	3	0.001036836480116255	0.003617094543298035
202	1	0.0	0.0006108402947278826
203	1	0.0	6.517507438154122e-97
204	1	0.0	6.517507438154122e-97
205	2	0.0008340751790454651	0.00020659158245693224
206	3	0.004290649320997907	0.0015296788123992165
207	1	0.0	2.7410873275064525e-05
208	1	0.0	0.00034820124087490164
209	3	0.0016675775042591682	0.002623880083840486
210	1	0.0	7.911073611847578e-05
211	10	0.012825008549914953	0.0005961463540380759
212	6	0.0016730196156609072	0.00015758818796668948
213	1	0.0	2.0912260583034787e-05
214	1	0.0	2.0912260583034787e-05
215	2	0.0	0.00012340035248030868
216	3	0.0031441102469535525	0.00012659312176843603
217	2	0.0	0.00012340035248030868
218	2	0.0007016217251060225	0.0001909087621665904
219	1	0.0	0.000990016151567257
220	3	0.0016675775042591682	0.007460947257734569
221	2	0.0013893960864284239	0.0011373503820350606
222	7	0.005413339406469894	0.00836903566387176
223	2	0.001105041486795305	0.00020229410883817054
224	3	0.0016675775042591682	0.00025109444510480413
225	1	0.0	3.331882313357865e-05
226	5	0.005424066714948123	0.001825695902047557
227	1	0.0	3.331882313357865e-05
228	1	0.0	1.2271887578061623e-84
229	2	5.728538317619953e-07	1.735506984881266e-84
230	1	0.0	0.0018561872976503005
231	15	0.018952336885529688	0.013990225323887731
232	2	0.0008340751790454651	3.638114292195017e-05
233	2	0.0016670046504274063	0.0002694220594484724
234	1	0.0	4.826327384960716e-06
235	1	0.0	0.0006321450927140826
236	1	0.0	6.517507438154122e-97
237	1	0.0	6.517507438154122e-97
238	2	0.0008340751790454651	0.00035451304144621174
239	1	0.0	4.7046863651528735e-05
240	6	0.0055130568569065445	0.0026244146447761373
241	2	0.0	0.0020958510365984085
242	2	0.0	0.0020958510365984085
243	14	0.018205671486832786	0.013698180442300355
244	5	0.005823059199860682	0.00043278151214256016
245	3	0.002498788414145823	5.995543392815983e-05
246	1	0.0	5.7418646266828055e-05
247	2	0.006640521617785049	0.0030298680226122166
248	1	0.0	5.7418646266828055e-05
249	1	0.0	5.7418646266828055e-05
250	2	0.0006056055951224147	0.0017530583197848469
251	6	0.003713818548648557	0.0012153800620443792
252	1	0.0	0.0004812917991768741
253	19	0.02052760710367984	0.0036267085356474233
254	3	0.0035743840671879808	0.0017200866888539641
255	2	0.0012194652231180786	0.00023504481459703399
256	11	0.010033347834373348	0.007219267855746061
257	1	0.0	0.0015917721466388254
258	5	0.001969574943697019	0.0027290522485037107
259	6	0.012327664404461775	0.01032920381511148
260	2	0.0007969333075880855	0.007560321620840752
261	1	0.0	0.0003621191031194906
262	2	0.00031744397514711403	0.001953891249758316
263	1	0.0	0.0003621191031194906
264	1	0.0	1.2271887578061623e-84
265	2	5.728538317619953e-07	1.735506984881266e-84
266	6	0.00573830610467181	0.024267916130457114
267	4	0.0046506159791765	0.09812238371241079
268	3	0.0	0.01880225854572843
269	23	0.04614871891699441	0.022405357070721586
270	1	0.0	0.0004812917991768741
271	3	0.0014198707722405425	0.0009153979659396001
272	5	0.0027153192287082744	0.0010557000415861643
273	1	0.0	0.00012146164188127127
274	1	0.0	1.5839507366858782e-70
275	3	5.155684485857957e-06	3.1679014733717564e-70
276	6	0.011434192903699474	0.00041731010914902364
277	2	0.0	0.00020162869045068507
278	2	0.006125771226599233	5.721276637024733e-05
279	2	0.0	0.00020162869045068507
280	7	0.019196097580978407	0.0015169813406636574
281	4	0.0008340751790454651	6.517552291218325e-05
282	1	0.0	0.0007309904150070357
283	2	0.0021307843162586253	0.0033799527542609496
284	12	0.01848933705880666	0.010224413886411036
285	2	5.728538317619953e-07	1.735506984881266e-84
286	1	0.0	1.2271887578061623e-84
287	1	0.0	1.2271887578061623e-84
288	1	0.0	2.1494244453876505e-79
289	3	0.0	3.47784180888711e-79
290	5	0.008272050792642656	0.09688247859105507
291	4	0.006019292277222302	0.013863924584092609
292	2	0.0005669723050996229	0.01309187614665796
293	2	0.0002874614845870281	0.0133245718379612
294	1	0.0	0.012846531840048608
295	1	0.0	0.012125629617857717
296	2	0.0008340751790454651	0.09144575478454008
297	4	0.005577380264272091	0.0012423106834767164
298	2	0.0008340751790454651	0.00014887191173599296
299	2	0.0018489674771122104	0.0007650715144436492
300	1	0.0	0.0001462503970188419
301	1	0.0	0.0001462503970188419
302	1	0.0	0.0001462503970188419
303	2	0.0006526160801764931	0.0002947622424267157
304	3	0.0036759195146709458	0.00081597800856989
305	2	0.0004209988061999837	0.00018424477695762925
306	3	0.0031514044943223144	0.0003002420514276053
307	1	0.0	0.0001462503970188419
308	3	0.0024728652650345523	0.0005076725112358154
309	1	0.0	2.6979252634119336e-06
310	4	0.0016675775042591682	2.03315077682928e-05
311	2	0.0028123677162056036	0.007573918378662334
312	4	0.003676717331633616	0.0016298338843798253
313	2	0.0	0.00014771507068377714
314	7	0.0024240862807308797	0.000526385661212624
315	13	0.007605378755563428	0.000586745791295118
316	2	0.0	6.517507438154122e-97
317	1	0.0	0.0002024350766581384
318	5	0.006665997790926498	0.0015257700118075557
319	2	0.0002928334641106612	0.0011552772598617377
320	5	0.005517649458918641	0.007767807900000623
321	1	0.0	0.00012453988169307248
322	1	0.0	6.517507438154122e-97
323	1	0.0	6.517507438154122e-97
324	1	0.0	6.517507438154122e-97
325	1	0.0	6.517507438154122e-97
326	2	0.0	2.5343211786974047e-70
327	2	0.0	2.5343211786974047e-70
328	2	0.0	2.5343211786974047e-70
329	1	0.0	0.000173339129035899
330	8	0.006435802298300609	0.001306533570319872
331	5	0.003993377798140251	0.0021016123972995276
332	6	0.00800140716793612	0.0008096411481189011
333	13	0.0074804689791567605	0.0038380194981798453
334	10	0.015065865557057087	0.005245928894158723
335	11	0.009983570720653489	0.004268691629572289
336	4	0.0007925111468386119	0.0016778728341354972
337	2	0.0	0.003935622683805818
338	2	0.0028173891462596424	0.0017803118426192926
339	2	0.001922560100274722	0.008602364229044946
340	2	0.0004133627186648936	0.0025739289279809716
341	1	0.0	0.0014041617113236826
342	4	0.0024990748410617042	0.0036186263161443275
343	2	0.0	0.0005635798285708462
344	2	0.0	0.0005635798285708462
345	3	2.8642691588099763e-07	0.0006295899575622021
346	5	0.003364173930165651	0.003926307984007101
347	4	0.0027635874229214913	0.0005973796726428022
348	5	0.002447323312676652	0.00259651984350614
349	5	0.0009827535691263943	0.002349767583010317
350	2	0.00021167965243814015	0.0015382060927820959
351	1	0.0	5.003674912177632e-07
352	6	0.002500506975641109	3.770888917217746e-06
353	2	0.0	0.01721487013423122
354	3	0.002115680644231103	0.005440140121457208
355	3	0.00044412134718518946	0.006389722826112354
356	2	0.0	0.0035600651408661125
357	1	0.0	0.0027125328844687206
358	1	0.0	0.00062934274315353
359	1	0.0	6.517507438154122e-97
360	1	0.0	6.517507438154122e-97
361	1	0.0	1.2271887578061623e-84
362	2	5.728538317619953e-07	1.735506984881266e-84
363	1	0.0	0.00012453988169307248
364	1	0.0	1.2271887578061623e-84
365	2	5.728538317619953e-07	1.735506984881266e-84
366	1	0.0	0.0007314220631363257
367	21	0.02865710936266133	0.005512671669421291
368	1	0.0	6.517507438154122e-97
369	1	0.0	6.517507438154122e-97
370	3	0.0016670046504274063	0.00022539712693658476
371	2	0.0	3.448192072671001e-05
372	2	0.0	3.448192072671001e-05
373	6	0.024899466644636815	0.018302812223451422
374	7	0.021867313826402553	0.003887282061074709
375	7	0.012575974624444942	0.005021822895168901
376	6	0.007083644647194432	0.0029676671005044856
377	6	0.006790653529537373	0.006545329071035409
378	2	0.0008340751790454651	0.00015151513601411803
379	1	0.0	2.010486684868111e-05
380	4	0.002718576408334482	0.0011217833234071788
381	2	0.0	3.961684309390541e-08
382	2	0.0	3.961684309390541e-08
383	4	0.0016670046504274063	2.5894428585976083e-07
384	1	0.0	6.517507438154122e-97
385	1	0.0	6.517507438154122e-97
386	1	0.0	1.2271887578061623e-84
387	2	5.728538317619953e-07	1.735506984881266e-84
388	1	0.0	0.0145023372497625
389	1	0.0	8.523631853152208e-07
390	1	0.0	8.357862644826975e-06
391	5	0.01212427496609034	6.299400744911145e-05
392	4	0.004509639623629604	0.002691593548921364
393	1	0.0	0.0003571873369189127
394	1	0.0	0.0003571873369189127
395	4	0.005547309756895892	0.0004922906466344842
396	1	0.0	1.1744273179305452e-05
397	5	0.0033328635931912883	8.852439017920013e-05
398	2	0.0016670046504274063	0.007329574887727916
399	5	0.009523706055845689	0.023046363282551986
400	4	0.009127455452582282	0.00822122361826717
401	13	0.015239307533857726	0.06379882192016233
402	3	0.018832129714189558	0.007880799801768423
403	5	0.012133858485026452	0.016515991989185335
404	11	0.012185819772542914	0.06057779709291213
405	3	0.0024124010875584594	0.0076666289026916384
406	4	0.008175851743759512	0.012233603827605003
407	3	0.005342113465628026	0.022180414836288978
408	5	0.00973018100103165	0.013924402915909113
409	4	0.002595592524327237	0.008702845598466786
410	6	0.00783751237230813	0.009516276719349275
411	6	0.006237078918088372	0.017863576650650703
412	2	0.001850081957674118	0.009221679247444148
413	1	0.0	0.0071982025177212625
414	1	0.0	0.0071982025177212625
415	1	0.0	0.0071982025177212625
416	1	0.0	0.0071982025177212625
417	1	0.0	0.0071982025177212625
418	1	0.0	0.0071982025177212625
419	2	0.0008340751790454651	0.007327219905345247
420	1	0.0	0.00034820124087490164
421	1	0.0	0.00019919946531774278
422	10	0.004868959299128993	0.0015013497177855312
423	1	0.0	0.08983790944965579
424	1	0.0	3.493639701210467e-05
425	7	0.004815479473133512	0.00026334486417680655
426	1	0.0	0.0007674447006168139
427	6	0.011535068778790956	0.005784487988736368
428	1	0.0	0.000414716762005827
429	16	0.008680158205474978	0.0031250373937904553
430	4	0.002500506975641109	0.015310603428107916
431	1	0.0	0.002030995683773231
432	1	0.0	0.002030995683773231
433	1	0.0	0.002030995683773231
434	1	0.0	0.00019498855088866303
435	1	0.0	0.000990016151567257
436	3	0.0	1.6006131888516895e-05
437	2	0.0008340751790454651	0.00010461218763375598
438	1	0.0	3.493639701210467e-05
439	2	0.0008340751790454651	0.000990016151567257
440	1	0.0	0.0003031250957651767
441	11	0.010119611239440461	0.0022846250508598313
442	1	0.0	6.517507438154122e-97
443	1	0.0	6.517507438154122e-97
444	1	0.0	6.517507438154122e-97
445	1	0.0	6.517507438154122e-97
446	1	0.0	6.375994433675212e-05
447	4	0.002500506975641109	0.00048074367165619827
448	1	0.0	0.0003031250957651767
449	1	0.0	6.517507438154122e-97
450	1	0.0	6.517507438154122e-97
451	2	5.728538317619953e-07	1.735506984881266e-84
452	1	0.0	1.2271887578061623e-84
453	1	0.0	1.2271887578061623e-84
454	1	0.0	0.08983790944965579
455	1	0.0	2.575252160327222e-05
456	3	0.0016675775042591682	0.00019406089026389602
457	2	5.155684485857957e-06	3.167901473371756e-70
458	3	5.155684485857957e-06	3.167901473371756e-70
459	1	0.0	1.5839507366858782e-70
460	2	0.009442838313382516	0.002088993745699025
461	1	0.0	0.00037615013129561024
462	2	0.0010366374964665692	0.0014960212754268668
463	13	0.023223206257867477	0.03536630801207803
464	1	0.0	0.004692349282760175
465	1	0.0	0.004692349282760175
466	1	0.0	0.004692349282760175
467	3	0.0	0.005410186388849925
468	1	0.0	0.004692349282760175
469	5	0.002862430350396818	0.005479248180779529
470	3	0.0016675775042591682	0.004863597034943815
471	3	0.006071500533433486	0.0051331820703867746
472	2	0.0004932123124533417	0.0077953203106818185
473	5	0.0026483699054508938	0.003298528576650461
474	5	0.0037650209941095802	0.013817802743539666
475	7	0.000940547866718667	0.007052640874569973
476	12	0.021565076039466457	0.05567835945345123
477	5	0.002817109531046517	0.008640118720273416
478	4	3.4371229905719715e-06	7.882475670940372e-50
479	2	2.291415327047981e-06	2.842003771441214e-50
480	3	0.0	7.188713003700741e-50
481	3	0.0	7.188713003700741e-50
482	3	0.0	7.188713003700741e-50
483	1	0.0	0.0015917721466388254
484	1	0.0	6.517507438154122e-97
485	1	0.0	6.517507438154122e-97
486	3	0.0011139476923347187	0.0008611201499589851
487	1	0.0	0.00011425570208253436
488	2	0.00046718964866816385	0.0020189453437655766
489	2	0.001133704314090019	0.01477016082351799
490	2	0.00031023397401369016	0.0004495985149345029
491	1	0.0	6.517507438154122e-97
492	1	0.0	6.517507438154122e-97
493	1	0.0	6.517507438154122e-97
494	1	0.0	6.517507438154122e-97
495	1	0.0	0.001292920686930696
496	3	0.004872754706259316	0.009745676586437092
497	7	0.009961928134341097	0.0002033811116142985
498	1	0.0	2.698106872345421e-05
499	2	0.0008340751790454651	2.7464456843565896e-05
500	1	0.0	2.698106872345421e-05
501	1	0.0	2.698106872345421e-05
502	1	0.0	2.698106872345421e-05
503	2	0.004158918818592086	2.747343994742321e-05
504	11	0.023583968953862326	0.0013702382963305575
505	4	0.003958595795950927	0.0023482655926677855
506	6	0.0035851887763891296	0.002139152644907867
507	2	0.0008336414127944054	0.00043647031290253076
508	2	5.728538317619953e-07	1.735506984881266e-84
509	1	0.0	1.2271887578061623e-84
510	1	0.0	1.2271887578061623e-84
511	1	0.0	0.0003031250957651767
512	1	0.0	0.0003031250957651767
513	1	0.0	0.0003031250957651767
514	1	0.0	0.0003031250957651767
515	1	0.0	0.0003031250957651767
516	1	0.0	0.0003031250957651767
517	1	0.0	9.589891666556107e-09
518	4	0.002500506975641109	7.225236779069659e-08
519	1	0.0	6.517507438154122e-97
520	1	0.0	6.517507438154122e-97
521	2	0.005814466392384252	0.0007456328181517116
522	5	0.004992421143805789	0.00010709882671814306
523	1	0.0	0.000414716762005827
524	1	0.0	0.000414716762005827
525	1	0.0	0.000414716762005827
526	1	0.0	0.000414716762005827
527	1	0.0	0.000414716762005827
528	6	0.012537167610222893	0.0037988673733055645
529	2	0.001666770639732513	0.0011457071770128628
530	2	0.0012740587645379312	0.0022709040596561275
531	1	0.0	0.000414716762005827
532	1	0.0	0.08983790944965579
533	1	0.0	0.0004812917991768741
534	1	0.0	0.0004812917991768741
535	1	0.0	0.0004812917991768741
536	1	0.0	0.0004812917991768741
537	2	0.0001481623612055555	0.0007456159302385283
538	4	0.0034775888314062674	0.000777526780373543
539	1	0.0	0.0004812917991768741
540	1	0.0	0.0004812917991768741
541	1	0.0	0.0004812917991768741
542	4	0.00416292879541442	0.0005083147311917017
543	1	0.0	0.0004812917991768741
544	3	0.003453116388078816	0.0007728176734250004
545	2	0.0031261749873714604	0.002073063945815699
546	3	1.7185614952859858e-06	2.5340517373074493e-76
547	1	0.0	1.4630354526748945e-76
548	1	0.0	1.4630354526748945e-76
549	1	0.0	1.4630354526748945e-76
550	1	0.0	0.00022296737077523283
551	11	0.007714049733741623	0.00168061768115134
552	2	5.728538317619953e-07	1.735506984881266e-84
553	1	0.0	1.2271887578061623e-84
554	1	0.0	1.2271887578061623e-84
555	9	0.007482332177097017	0.004216467707635713
556	1	0.0	0.001110507622830733
557	18	0.021328558564075114	0.046100276238419356
558	3	0.0016675775042591682	0.00027319966606194487
559	1	0.0	3.624949386966907e-05
560	1	0.0	3.624949386966907e-05
561	3	0.0028433669947485725	0.001986566315187043
562	1	0.0	0.0001024880918972739
563	5	0.0033328635931912883	1.973511953729904e-06
564	1	0.0	2.619087849275294e-07
565	1	0.0	2.619087849275294e-07
566	7	0.010196818400543558	1.3823532456295676e-05
567	1	0.0	2.619087849275294e-07
568	1	0.0	2.619087849275294e-07
569	1	0.0	0.0145023372497625
570	1	0.0	0.0004129016359191201
571	2	0.0008340751790454651	0.003112259145135796
572	1	0.0	3.642117455181372e-07
573	2	0.0008340751790454651	2.7446387976888067e-06
574	1	0.0	6.517507438154122e-97
575	1	0.0	6.517507438154122e-97
576	1	0.0	2.8250508708946335e-05
577	2	0.0008340751790454651	0.0002129475919428715
578	4	1.1457076635239905e-06	4.012059343880701e-68
579	1	0.0	1.914795428314061e-68
580	2	1.1457076635239905e-06	2.4795890393998756e-68
581	1	0.0	1.2271887578061623e-84
582	2	5.728538317619953e-07	1.735506984881266e-84
583	2	0.0008340751790454651	0.0005765321333193471
584	1	0.0	7.649803173170533e-05
585	1	0.0	6.517507438154122e-97
586	1	0.0	6.517507438154122e-97
587	1	0.0	0.08983790944965579
588	1	0.0	0.08983790944965579
589	2	0.0016670046504274063	0.09147505483917542
590	1	0.0	0.08983790944965579
591	7	0.0399241170816784	0.12074595040461704
592	1	0.0	0.08983790944965579
593	1	0.0	0.08983790944965579
594	1	0.0	0.08983790944965579
595	1	0.0	0.08983790944965579
596	1	0.0	0.08983790944965579
597	2	0.0028763340234876306	0.09158089254735768
598	1	0.0	0.08983790944965579
599	1	0.0	0.08983790944965579
600	1	0.0	0.08983790944965579
601	2	0.0009902606241571587	0.09328103441436433
602	1	0.0	0.08983790944965579
603	3	0.016371181040334217	0.10649525532713125
604	1	0.0	0.08983790944965579
605	1	0.0	0.08983790944965579
606	1	0.0	0.08983790944965579
607	3	0.003473532025766041	0.09539178397323665
608	1	0.0	0.08983790944965579
609	2	0.0033294264702007164	0.09150599670970404
610	1	0.0	0.08983790944965579
611	1	0.0	0.08983790944965579
612	1	0.0	0.08983790944965579
613	1	0.0	0.08983790944965579
614	1	0.0	0.08983790944965579
615	1	0.0	0.08983790944965579
616	1	0.0	0.08983790944965579
617	1	0.0	0.08983790944965579
618	1	0.0	0.08983790944965579
619	1	0.0	0.08983790944965579
620	1	0.0	0.08983790944965579
621	1	0.0	0.08983790944965579
622	1	0.0	0.08983790944965579
623	1	0.0	0.08983790944965579
624	1	0.0	0.08983790944965579
625	1	0.0	0.08983790944965579
626	1	0.0	0.08983790944965579
627	1	0.0	0.08983790944965579
628	1	0.0	0.08983790944965579
629	1	0.0	0.08983790944965579
630	1	0.0	0.08983790944965579
631	1	0.0	0.08983790944965579
632	1	0.0	0.08983790944965579
633	1	0.0	0.08983790944965579
634	3	0.0	9.138019072653486e-05
635	3	0.0011764380979257384	8.69523809724157e-05
636	2	0.0013348408370331935	0.0003981096338460983
637	1	0.0	6.517507438154122e-97
638	1	0.0	6.517507438154122e-97
639	2	0.0008340751790454651	0.00010426512697297913
640	1	0.0	1.3834243101439285e-05
641	4	0.003332290739359526	0.0007720060032372776
642	2	0.0016670046504274063	1.2192621317595517e-05
643	2	0.0008340751790454651	1.6472584421540631e-06
644	2	0.002498788414145823	9.022176054463023e-05
645	1	0.0	0.0004847398249344782
646	2	0.0	0.016790180633556792
647	2	0.00046333858261459837	0.0010564694861295548
648	11	0.012899365968049551	0.004664055860590794
649	2	0.0024153340838160412	0.00034598958927341435
650	14	0.018212032786003713	0.0022159472388206844
651	2	0.0	0.0004425183468789085
652	1	0.0	0.00014851184540787382
653	1	0.0	0.00014851184540787382
654	1	0.0	0.00014851184540787382
655	9	0.010089321981289473	0.0008164848577425366
656	1	0.0	0.00014851184540787382
657	3	0.0013063887687345805	1.5397941469346048e-05
658	3	0.00015774496344910953	0.006945683678417089
659	5	0.004831398692553019	0.010329308441088926
660	6	0.006196717297482954	0.012681878949371853
661	1	0.0	6.517507438154122e-97
662	1	0.0	6.517507438154122e-97
663	4	0.0075428857454918055	0.0019738132225342857
664	6	0.006869434423422835	0.0020936794676108877
665	2	4.0964959367659556e-05	0.0036051647965669245
